SENTENCE	LABEL
Caution suggests Maciste disguise themselves as a good-hearted chap .	0
Indeed, on Thursday evening, I assessed the situation with Mr Josselin, the French Minister responsible for these matters, and I know that he is wholeheartedly behind the idea of promoting the process as we see it.	1
I would like to request that Commissioner Lamy makes an emergency statement to this House as to why he is avoiding parliamentary scrutiny on a paper known as "everything but arms".	1
The auditor smiled at the construction worker and handed her some water.	1
The farmer gave the tailor a bag of apples and asked him to make a sweater.	1
The mechanic gave the clerk a present because she won the lottery.	1
The driver picked up the accountant from the airport after they fueled their car .	0
The manager told the hairdresser that she expected something better.	1
And this fool Salvago , after he cultivated on his land blooms of vice and poisonous plants of sin ... he gives up the land and himself and you ?	1
The cashier gave back the check to the analyst and asked her to endorse it.	1
If there is more than one decision-maker, nobody clearly bears the responsibility.	0
The driver yelled at the tailor after they broke a window .	0
Mr President, I thank the Commissioner for his explanation and for the fact that he came in to talk on this subject this morning.	1
The assistant laughed at the janitor and treated her bad.	1
The cleaner called the guard and asked her to open the door.	1
The manager demanded to be seen by the nurse but they were busy with another patient .	0
I feel like there ' s a real possibility they found out they are pregnant .	0
Badaboom was more than his dog	1
The supervisor was worried about a visit from the auditor because he had lost track of expenses.	1
